TenantId,"TimeGenerated [UTC]",DeviceVendor,DeviceProduct,DeviceVersion,DeviceEventClassID,Activity,LogSeverity,OriginalLogSeverity,AdditionalExtensions,DeviceAction,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,CommunicationDirection,DeviceDnsDomain,DeviceExternalID,DeviceFacility,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DestinationPort,DestinationIP,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceAddress,DeviceName,DeviceMacAddress,ProcessID,"EndTime [UTC]",ExternalID,ExtID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,Message,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,EventOutcome,Protocol,Reason,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,ReceiptTime,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourcePort,SourceIP,"StartTime [UTC]",SourceUserID,SourceUserName,EventType,DeviceEventCategory,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,FieldDeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,FieldDeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,FieldDeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,Computer,SourceSystem,SimplifiedDeviceAction,Type,"_ResourceId"
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 15:08:28.468",Darktrace,DCIP,"6.0.0",319,"Device/Unauthorised Device",4,,"message=c0326095$;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121540 ",,,,,,,,,,,,,,,,,,,,,,,,88,"145.219.151.210",,,,,,,,,1121540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0326095,"84:69:93:96:0b:2f",,,,,,,,,,"10.17.134.129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:25:48.856",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",2,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121739 ",,,,,,,,,,,,,,,,,,,,,,,,443,"77.245.57.78",,,,,,,,,1121739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0323844.hosting.corp",,,,,,,,,,,"10.15.63.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 15:00:18.992",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",3,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121502 ",,,,,,,,,,,,,,,,,,,,,,,,443,"82.94.167.245",,,,,,,,,1121502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0950360.hosting.corp",,,,,,,,,,,"10.90.151.166",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 14:25:08.928",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",3,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121378 ",,,,,,,,,,,,,,,,,,,,,,,,443,"23.216.254.155",,,,,,,,,1121378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0310941.hosting.corp",,,,,,,,,,,"10.15.110.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 14:25:08.955",Darktrace,DCIP,"6.0.0",175,"Device/Attack and Recon Tools",9,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121379 ",,,,,,,,,,,,,,,,,,,,,,,,443,"161.89.29.78",,,,,,,,,1121379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vrrp-lacmnlxcb1-2912.mgt.unix.corp",,,,,,,,,,,"10.217.62.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 15:05:28.435",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",3,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121530 ",,,,,,,,,,,,,,,,,,,,,,,,443,"34.117.20.217",,,,,,,,,1121530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c0321417.hosting.corp",,,,,,,,,,,"10.15.50.233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 15:32:18.158",Darktrace,DCIP,"6.0.0",1122,"Device/Anomalous Active Directory Web Services",6,,"message=Device / Anomaly Indicators / Anomalous Active Directory Web Services Indicator;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121613 ",,,,,,,,,,,,,,,,,,,,,,,,9389,"145.219.201.147",,,,,,,,,1121613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0326212,"84:69:93:96:6a:38",,,,,,,,,,"10.20.157.161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 15:24:58.507",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",2,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121591 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0308161,"b8:8a:60:8f:60:65",,,,,,,,,,"10.101.255.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 15:33:08.304",Darktrace,DCIP,"6.0.0",319,"Device/Unauthorised Device",4,,"message=c0326212$;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121614 ",,,,,,,,,,,,,,,,,,,,,,,,88,"145.219.201.185",,,,,,,,,1121614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0326212,"84:69:93:96:6a:38",,,,,,,,,,"10.20.157.161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 15:33:08.316",Darktrace,DCIP,"6.0.0",1122,"Device/Anomalous Active Directory Web Services",6,,"message=Device / Anomaly Indicators / Anomalous Active Directory Web Services Indicator;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121616 ",,,,,,,,,,,,,,,,,,,,,,,,9389,"145.219.201.182",,,,,,,,,1121616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0317442,"00:68:eb:8b:8b:c1",,,,,,,,,,"10.20.157.159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 14:19:58.347",Darktrace,DCIP,"6.0.0",728,"Achmea/Unusual Beaconing Client JA3",3,,"darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121364 ",,,,,,,,,,,,,,,,,,,,,,,,443,"188.165.197.50",,,,,,,,,1121364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0316960,"84:fd:d1:16:5e:a9",,,,,,,,,,"10.23.253.135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 15:45:38.645",Darktrace,DCIP,"6.0.0",319,"Device/Unauthorised Device",4,,"message=c0317442$;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121664 ",,,,,,,,,,,,,,,,,,,,,,,,88,"145.219.201.184",,,,,,,,,1121664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0317442,"00:68:eb:8b:8b:c1",,,,,,,,,,"10.20.157.159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 14:27:21.654",Darktrace,DCIP,"6.0.0",339,"Device/Network Scan",8,,"message=. . 62.000;darktraceUrl=https://zacmnld004.unix.corp/#modelbreach/66379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sti-nuc01.pentest.corp",,,,,,,,,,,"145.219.247.222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld004.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 14:27:24.859",Darktrace,DCIP,"6.0.0",339,"Device/Network Scan",8,,"darktraceUrl=https://zacmnld004.unix.corp/#modelbreach/66379 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sti-nuc01.pentest.corp",,,,,,,,,,,"145.219.247.222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld004.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 15:33:58.917",Darktrace,DCIP,"6.0.0",1122,"Device/Anomalous Active Directory Web Services",6,,"message=Device / Anomaly Indicators / Anomalous Active Directory Web Services Indicator;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121622 ",,,,,,,,,,,,,,,,,,,,,,,,9389,"145.219.201.184",,,,,,,,,1121622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0321994,"38:22:e2:e7:6e:b4",,,,,,,,,,"10.20.157.158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 15:33:58.958",Darktrace,DCIP,"6.0.0",1122,"Device/Anomalous Active Directory Web Services",6,,"message=Device / Anomaly Indicators / Anomalous Active Directory Web Services Indicator;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121623 ",,,,,,,,,,,,,,,,,,,,,,,,9389,"145.219.201.185",,,,,,,,,1121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0321693,"38:22:e2:e7:db:7c",,,,,,,,,,"10.20.157.156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 15:33:58.987",Darktrace,DCIP,"6.0.0",356,"Multiple Device Correlations/Multiple Devices Breaching Same Model",7,,"message=Device / Anomalous Active Directory Web Services;darktraceUrl=https://zacmnld003.unix.corp/#modelbreach/1121624 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0.0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zacmnld003.unix.corp",OpsManager,,CommonSecurityLog,
