TenantId,"TimeGenerated [UTC]",DeviceVendor,DeviceProduct,DeviceVersion,DeviceEventClassID,Activity,LogSeverity,OriginalLogSeverity,AdditionalExtensions,DeviceAction,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,CommunicationDirection,DeviceDnsDomain,DeviceExternalID,DeviceFacility,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DestinationPort,DestinationIP,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceAddress,DeviceName,DeviceMacAddress,ProcessID,"EndTime [UTC]",ExternalID,ExtID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,Message,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,EventOutcome,Protocol,Reason,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,ReceiptTime,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourcePort,SourceIP,"StartTime [UTC]",SourceUserID,SourceUserName,EventType,DeviceEventCategory,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,FieldDeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,FieldDeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,FieldDeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,Computer,SourceSystem,SimplifiedDeviceAction,Type,"_ResourceId"
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.176",Cisco,ASA,,302015,,Low,6,,Built,,,,,,,Inbound,,,local6,,,,,,,,,,,,,53,"145.219.183.222",,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302015:  Built inbound UDP connection 1466506711 for DMZ-B2E-EXT:10.15.84.168/60250 (10.15.84.168/60250)(LOCAL\Vincent.gerrits@fbto.nl) to DMZ-B2E-INT:145.219.183.222/53 (145.219.183.222/53) (vincent.gerrits@fbto.nl)",,,,,,,,,,,,UDP,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,60250,"10.15.84.168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.15.84.168",60250,,,,,,,,,,facmnlxcb4,OpsManager,Built,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.176",Cisco,ASA,,302016,,Low,6,,,,,,,,,,,,local6,,,,,,,,,,,,,,,,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302016:  Teardown UDP connection 1466506711 for DMZ-B2E-EXT:10.15.84.168/60250(LOCAL\Vincent.gerrits@fbto.nl) to DMZ-B2E-INT:145.219.183.222/53 duration 0:00:00 bytes 130 (vincent.gerrits@fbto.nl)",,,,,,,,,,,,,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facmnlxcb4,OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.177",Cisco,ASA,,302014,,Low,6,,,,,,,,,,,,local6,,,,,,,,,,,,,,,,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302014:  Teardown TCP connection 1466459372 for DMZ-B2E-EXT:10.15.115.57/64450(LOCAL\jelle.venema@Achmea.nl) to DMZ-B2E-INT:145.219.242.173/443 duration 0:01:01 bytes 1649201 TCP FINs from DMZ-B2E-EXT (jelle.venema@achmea.nl)",,,,,,,,,,,,,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facmnlxcb4,OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.177",Cisco,ASA,,302014,,Low,6,,,,,,,,,,,,local6,,,,,,,,,,,,,,,,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302014:  Teardown TCP connection 1466456736 for DMZ-B2E-EXT:10.15.115.57/64449(LOCAL\jelle.venema@Achmea.nl) to DMZ-B2E-INT:145.219.242.173/443 duration 0:01:04 bytes 1588731 TCP FINs from DMZ-B2E-EXT (jelle.venema@achmea.nl)",,,,,,,,,,,,,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facmnlxcb4,OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.177",Cisco,ASA,,302013,,Low,6,,Built,,,,,,,Inbound,,,local6,,,,,,,,,,,,,443,"145.219.121.35",,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302013:  Built inbound TCP connection 1466506712 for DMZ-B2E-EXT:10.15.19.230/61501 (10.15.19.230/61501)(LOCAL\rik.middeldorp@zilverenkruis.nl) to DMZ-B2E-INT:145.219.121.35/443 (145.219.121.35/443) (rik.middeldorp@zilverenkruis.nl)",,,,,,,,,,,,TCP,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,61501,"10.15.19.230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.15.19.230",61501,,,,,,,,,,facmnlxcb4,OpsManager,Built,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.177",Cisco,ASA,,302015,,Low,6,,Built,,,,,,,Inbound,,,local6,,,,,,,,,,,,,53,"145.219.183.222",,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302015:  Built inbound UDP connection 1466506713 for DMZ-B2E-EXT:10.15.84.168/63658 (10.15.84.168/63658)(LOCAL\Vincent.gerrits@fbto.nl) to DMZ-B2E-INT:145.219.183.222/53 (145.219.183.222/53) (vincent.gerrits@fbto.nl)",,,,,,,,,,,,UDP,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,63658,"10.15.84.168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.15.84.168",63658,,,,,,,,,,facmnlxcb4,OpsManager,Built,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.177",Cisco,ASA,,302016,,Low,6,,,,,,,,,,,,local6,,,,,,,,,,,,,,,,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302016:  Teardown UDP connection 1466506713 for DMZ-B2E-EXT:10.15.84.168/63658(LOCAL\Vincent.gerrits@fbto.nl) to DMZ-B2E-INT:145.219.183.222/53 duration 0:00:00 bytes 302 (vincent.gerrits@fbto.nl)",,,,,,,,,,,,,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facmnlxcb4,OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.178",Cisco,ASA,,302015,,Low,6,,Built,,,,,,,Inbound,,,local6,,,,,,,,,,,,,53,"145.219.183.222",,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302015:  Built inbound UDP connection 1466506714 for DMZ-B2E-EXT:10.15.119.113/53844 (10.15.119.113/53844)(LOCAL\elke.rademakers@achmea.nl) to DMZ-B2E-INT:145.219.183.222/53 (145.219.183.222/53) (elke.rademakers@achmea.nl)",,,,,,,,,,,,UDP,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,53844,"10.15.119.113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.15.119.113",53844,,,,,,,,,,facmnlxcb4,OpsManager,Built,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.178",Cisco,ASA,,302015,,Low,6,,Built,,,,,,,Inbound,,,local6,,,,,,,,,,,,,53,"145.219.183.222",,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302015:  Built inbound UDP connection 1466506715 for DMZ-B2E-EXT:10.15.84.168/53968 (10.15.84.168/53968)(LOCAL\Vincent.gerrits@fbto.nl) to DMZ-B2E-INT:145.219.183.222/53 (145.219.183.222/53) (vincent.gerrits@fbto.nl)",,,,,,,,,,,,UDP,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,53968,"10.15.84.168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.15.84.168",53968,,,,,,,,,,facmnlxcb4,OpsManager,Built,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.178",Cisco,ASA,,302015,,Low,6,,Built,,,,,,,Inbound,,,local6,,,,,,,,,,,,,53,"145.219.183.222",,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302015:  Built inbound UDP connection 1466506716 for DMZ-B2E-EXT:10.15.65.230/62317 (10.15.65.230/62317)(LOCAL\ron.kloos@achmea.nl) to DMZ-B2E-INT:145.219.183.222/53 (145.219.183.222/53) (ron.kloos@achmea.nl)",,,,,,,,,,,,UDP,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,62317,"10.15.65.230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.15.65.230",62317,,,,,,,,,,facmnlxcb4,OpsManager,Built,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.179",Cisco,ASA,,302016,,Low,6,,,,,,,,,,,,local6,,,,,,,,,,,,,,,,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302016:  Teardown UDP connection 1466506716 for DMZ-B2E-EXT:10.15.65.230/62317(LOCAL\ron.kloos@achmea.nl) to DMZ-B2E-INT:145.219.183.222/53 duration 0:00:00 bytes 90 (ron.kloos@achmea.nl)",,,,,,,,,,,,,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facmnlxcb4,OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.179",Cisco,ASA,,302016,,Low,6,,,,,,,,,,,,local6,,,,,,,,,,,,,,,,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302016:  Teardown UDP connection 1466506715 for DMZ-B2E-EXT:10.15.84.168/53968(LOCAL\Vincent.gerrits@fbto.nl) to DMZ-B2E-INT:145.219.183.222/53 duration 0:00:00 bytes 94 (vincent.gerrits@fbto.nl)",,,,,,,,,,,,,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facmnlxcb4,OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.179",Cisco,ASA,,302016,,Low,6,,,,,,,,,,,,local6,,,,,,,,,,,,,,,,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302016:  Teardown UDP connection 1466506714 for DMZ-B2E-EXT:10.15.119.113/53844(LOCAL\elke.rademakers@achmea.nl) to DMZ-B2E-INT:145.219.183.222/53 duration 0:00:00 bytes 151 (elke.rademakers@achmea.nl)",,,,,,,,,,,,,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,facmnlxcb4,OpsManager,,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.179",Cisco,ASA,,302013,,Low,6,,Built,,,,,,,Inbound,,,local6,,,,,,,,,,,,,49669,"145.219.154.175",,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302013:  Built inbound TCP connection 1466506717 for DMZ-B2E-EXT:10.15.100.130/59967 (10.15.100.130/59967)(LOCAL\siebe.anes@achmea.nl) to DMZ-B2E-INT:145.219.154.175/49669 (145.219.154.175/49669) (siebe.anes@achmea.nl)",,,,,,,,,,,,TCP,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,59967,"10.15.100.130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.15.100.130",59967,,,,,,,,,,facmnlxcb4,OpsManager,Built,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.179",Cisco,ASA,,302013,,Low,6,,Built,,,,,,,Inbound,,,local6,,,,,,,,,,,,,443,"172.67.74.129",,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302013:  Built inbound TCP connection 1466506718 for DMZ-B2E-EXT:10.15.84.168/53566 (10.15.84.168/53566)(LOCAL\Vincent.gerrits@fbto.nl) to DMZ-B2E-INT:172.67.74.129/443 (172.67.74.129/443) (vincent.gerrits@fbto.nl)",,,,,,,,,,,,TCP,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,53566,"10.15.84.168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.15.84.168",53566,,,,,,,,,,facmnlxcb4,OpsManager,Built,CommonSecurityLog,
"43103163-8737-4356-8d1b-1484f92aebef","21-11-2022 16:44:25.180",Cisco,ASA,,302013,,Low,6,,Built,,,,,,,Inbound,,,local6,,,,,,,,,,,,,443,"142.250.179.195",,,,,facmnlxcb4,,,,,,,,,,,,,,,,"%ASA-6-302013:  Built inbound TCP connection 1466506719 for DMZ-B2E-EXT:10.15.86.30/62169 (10.15.86.30/62169)(LOCAL\Fleur.van.Benthem@zilverenkruis.nl) to DMZ-B2E-INT:142.250.179.195/443 (142.250.179.195/443) (fleur.van.benthem@zilverenkruis.nl)",,,,,,,,,,,,TCP,,,,,,,"11/21/2022 4:43:40 PM",,,,,,,,,,,62169,"10.15.86.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.15.86.30",62169,,,,,,,,,,facmnlxcb4,OpsManager,Built,CommonSecurityLog,
